Parameter,Value
G,6.674e-11
TimeStep,3600.0
TotalSimTime_Predefined,5184000.0
Integrator,rk4
CollisionModel,ignore
SimulationMode,pre_defined

Earth_ID,0
Earth_Mass,5.972e+24
Earth_InitialPosX,-4672203.365158763
Earth_InitialPosY,0.0
Earth_InitialPosZ,0.0
Earth_InitialVelX,0.0
Earth_InitialVelY,12.45246027415669
Earth_InitialVelZ,0.0
Earth_Radius,6372255.736961294
Earth_Color,#1E90FF
Moon_ID,1
Moon_Mass,7.348e+22
Moon_InitialPosX,379727796.63484126
Moon_InitialPosY,0.0
Moon_InitialPosZ,0.0
Moon_InitialVelX,0.0
Moon_InitialVelY,-1012.0589651233502
Moon_InitialVelZ,0.0
Moon_Radius,1471102.656837848
Moon_Color,#D3D3D3

Time,Earth_Px,Earth_Py,Earth_Pz,Earth_Vx,Earth_Vy,Earth_Vz,Moon_Px,Moon_Py,Moon_Pz,Moon_Vx,Moon_Vy,Moon_Vz
3031200.0,1147966.9659797722,4599340.369836264,0.0,12.229891793072904,-2.5850059920496946,0.0,-80679515.56221738,-371632268.4331379,0.0,-988.235640031371,214.7169701868487,0.0
3034800.0,1191949.011273712,4589824.885160943,0.0,12.204575549080124,-2.701373884780856,0.0,-84233407.64866781,-370842275.142016,0.0,-986.1339643510382,224.16487496516373,0.0
3038400.0,1235837.9153919106,4579890.922949617,0.0,12.17814670040312,-2.8174934901935234,0.0,-87779571.05044249,-370018306.2196014,0.0,-983.9419589043443,233.5921785289287,0.0
3042000.0,1279629.6773481583,4569539.396190612,0.0,12.150607686505692,-2.9333541672387624,0.0,-91317680.9420734,-369160437.3858546,0.0,-981.6598259931652,242.99801698337038,0.0
3045600.0,1323320.3051216386,4558771.256136778,0.0,12.12196104869748,-3.0489452988978862,0.0,-94847413.24126759,-368268747.46719575,0.0,-979.2877761874504,252.38152842542337,0.0
3049200.0,1366905.816023145,4547587.492217225,0.0,12.092209429896261,-3.1642562931587404,0.0,-98368444.63863689,-367343318.3891917,0.0,-976.826028305532,261.7418530229838,0.0
3052800.0,1410382.2370604267,4535989.131945546,0.0,12.061355574380848,-3.279276583989616,0.0,-101880452.62735559,-366384235.16895825,0.0,-974.2748093936713,271.07813309396664,0.0
3056400.0,1453745.6053026249,4523977.240824537,0.0,12.029402327534623,-3.393995632310706,0.0,-105383115.53274298,-365391585.90727806,0.0,-971.6343547048454,280.3895131851598,0.0
3060000.0,1496991.9682437724,4511552.922247429,0.0,11.996352635579736,-3.508402926963008,0.0,-108876112.54176822,-364365461.78043514,0.0,-968.9049076767759,289.675140150867,0.0
3063600.0,1540117.3841653173,4498717.317395632,0.0,11.96220954530199,-3.622487985674588,0.0,-112359123.73247474,-363305957.0317664,0.0,-966.0867199092015,298.93416323133283,0.0
3067200.0,1583117.9224976404,4485471.605133006,0.0,11.92697620376643,-3.736240356024115,0.0,-115831830.10332145,-362213168.96293163,0.0,-963.1800511403966,308.1657341309421,0.0
3070800.0,1625989.6641805319,4471817.001896674,0.0,11.89065585802368,-3.8496496164015688,0.0,-119293913.60243805,-361087197.924902,0.0,-960.1851692229387,317.3690070961864,0.0
3074400.0,1668728.7020225944,4457754.761584371,0.0,11.853251854807052,-3.9627053769660447,0.0,-122745057.15679182,-359928147.30866873,0.0,-957.1023500987269,326.54313899339076,0.0
3078000.0,1711331.1410595388,4443286.175438363,0.0,11.814767640220444,-4.075397280600554,0.0,-126184944.70126306,-358736123.53567195,0.0,-953.9318777732532,335.68728938619273,0.0
3081600.0,1753793.0989113399,4428412.571925923,0.0,11.775206759417065,-4.187715003863738,0.0,-129613261.20762658,-357511236.04795134,0.0,-950.6740442891297,344.80062061276726,0.0
3085200.0,1796110.7061382195,4413135.316616394,0.0,11.73457285626903,-4.2996482579384026,0.0,-133029692.71343662,-356253597.29801923,0.0,-947.3291496988745,353.8822978627897,0.0
3088800.0,1838280.1065954233,4397455.812054837,0.0,11.692869673027838,-4.411186789576791,0.0,-136433926.35081232,-354963322.7384571,0.0,-943.8975020369578,362.93148925412993,0.0
3092400.0,1880297.4577867594,4381375.497632291,0.0,11.650101049975765,-4.522320382042502,0.0,-139825650.37512144,-353640530.8112363,0.0,-940.3794172911121,371.9473659092706,0.0
3096000.0,1922158.9312168648,4364895.849452639,0.0,11.606270925068237,-4.633038856048964,0.0,-143204554.19355926,-352285342.93676454,0.0,-936.7752193729086,380.92910203144214,0.0
3099600.0,1963860.7127421696,4348018.380196106,0.0,11.56138333356717,-4.743332070694383,0.0,-146570328.3936204,-350897883.50265825,0.0,-933.0852400876033,389.8758749804675,0.0
3103200.0,2005399.0029205238,4330744.638979398,0.0,11.51544240766535,-4.853189924393079,0.0,-149922664.77146068,-349478279.8522431,0.0,-929.3098191032544,398.7868653483098,0.0
3106800.0,2046770.017359456,4313076.211212494,0.0,11.468452376101876,-4.962602355803112,0.0,-153261256.36014652,-348026662.27278274,0.0,-925.4493039191152,407.6612570343159,0.0
3110400.0,2087969.987063033,4295014.718452108,0.0,11.420417563768693,-5.071559344750128,0.0,-156585797.4577893,-346543163.983437,0.0,-921.5040498333053,416.49823732014806,0.0
3114000.0,2128995.1587772844,4276561.818251825,0.0,11.371342391308273,-5.180050913147325,0.0,-159895983.65556198,-345027921.1229513,0.0,-917.4744199097626,425.296996944398,0.0
3117600.0,2169841.795334166,4257719.204008941,0.0,11.32123137470247,-5.288067125911469,0.0,-163191511.8655955,-343481072.7370781,0.0,-913.36078494448,434.05673017687553,0.0
3121200.0,2210506.175994024,4238488.604808006,0.0,11.270089124852586,-5.395598091874849,0.0,-166472080.3487523,-341902760.7657308,0.0,-909.1635234310297,442.7766348925651,0.0
3124800.0,2250984.596786536,4218871.785261097,0.0,11.21792034715069,-5.50263396469312,0.0,-169737388.74227452,-340293130.029873,0.0,-904.8830215253785,451.4559126452435,0.0
3128400.0,2291273.3708500867,4198870.545344824,0.0,11.164729841042252,-5.609164943748924,0.0,-172987138.08730423,-338652328.2181426,0.0,-900.519673009997,460.09376874075184,0.0
3132000.0,2331368.8287695614,4178486.7202340947,0.0,11.110522499580096,-5.715181275051212,0.0,-176221030.8562731,-336980505.87321305,0.0,-896.0738792572671,468.689412309915,0.0
3135600.0,2371267.3189125117,4157722.1801326517,0.0,11.05530330896974,-5.820673252130193,0.0,-179438770.9801593,-335277816.3778926,0.0,-891.5460491921906,477.2420563811015,0.0
3139200.0,2410965.207763672,4136578.8301003897,0.0,10.999077348106173,-5.925631216927812,0.0,-182640063.87560868,-333544415.94096327,0.0,-886.9365992544025,485.75091795241775,0.0
3142800.0,2450458.880257792,4115058.6098774807,0.0,10.941849788102084,-6.030045560683685,0.0,-185824616.471918,-331780463.5827603,0.0,-882.2459533594928,494.2152180635293,0.0
3146400.0,2489744.7401107564,4093163.493705315,0.0,10.883625891807618,-6.133906724816408,0.0,-188992137.23787773,-329986121.1204938,0.0,-877.4745428596406,502.6341818671026,0.0
3150000.0,2528819.2101489613,4070895.4901442793,0.0,10.824411013321688,-6.237205201800152,0.0,-192142336.20847198,-328161553.1533141,0.0,-872.6228065035641,511.00703869986137,0.0
3153600.0,2567678.7326369127,4048256.6418883866,0.0,10.764210597494898,-6.339931536036469,0.0,-195274925.01143283,-326306927.0471216,0.0,-867.6911903957906,519.3330221532495,0.0
3157200.0,2606319.7696030247,4025249.0255767787,0.0,10.703030179424118,-6.442076324721229,0.0,-198389616.8936469,-324422412.9191232,0.0,-862.6801479552496,527.6113701436958,0.0
3160800.0,2644738.8031635806,4001874.7516021137,0.0,10.640875383938765,-6.543630218706596,0.0,-201486126.74741173,-322508183.6221367,0.0,-857.5901398731942,535.8413249824722,0.0
3164400.0,2682932.3358448306,3978135.963915861,0.0,10.577751925078832,-6.64458392335799,0.0,-204564171.13653934,-320564414.7286442,0.0,-852.4216340704537,544.0221334451408,0.0
3168000.0,2720896.8909031963,3954034.8398305215,0.0,10.513665605564727,-6.744928199405918,0.0,-207623468.32230476,-318591284.514596,0.0,-847.1751056540223,552.1530468405816,0.0
3171600.0,2758629.01264355,3929573.5898187873,0.0,10.448622316258959,-6.84465386379263,0.0,-210663738.28923714,-316588973.9429673,0.0,-841.8510368729873,560.2333210795963,0.0
3175200.0,2796125.266735544,3904754.4573096666,0.0,10.38262803561973,-6.943751790513502,0.0,-213684702.7707509,-314557666.64706844,0.0,-836.4499170738017,568.26221674308,0.0
3178800.0,2833382.2405279563,3879579.718481586,0.0,10.315688829146486,-7.042212911453075,0.0,-216686085.27461484,-312497548.9136104,0.0,-830.9722426549049,576.2389991497558,0.0
3182400.0,2870396.5433610273,3854051.682052496,0.0,10.247810848817478,-7.14002821721567,0.0,-219667611.10825652,-310408809.6655274,0.0,-825.4185170206969,584.1629384234662,0.0
3186000.0,2907164.806876756,3828172.6890669935,0.0,10.179000332519378,-7.237188757950507,0.0,-222629007.4039,-308291640.4445581,0.0,-819.789250534868,592.0333095600135,0.0
3189600.0,2943683.6853271304,3801945.112680486,0.0,10.109263603469026,-7.333685644171248,0.0,-225570003.14353427,-306146235.39358675,0.0,-814.0849604730917,599.8493924935451,0.0
3193200.0,2979949.855880261,3775371.3579404126,0.0,10.03860706962734,-7.429510047569886,0.0,-228490329.18371037,-303972791.2387466,0.0,-808.3061709750828,607.6104721624758,0.0
3196800.0,3015960.01892439,3748453.861564549,0.0,9.967037223105457,-7.5246532018249175,0.0,-231389718.28016454,-301771507.2712863,0.0,-802.453412996026,615.3158385749429,0.0
3200400.0,3051710.89836975,3721195.091716412,0.0,9.894560639563164,-7.619106403403704,0.0,-234267905.11226568,-299542585.32920206,0.0,-796.5272242573807,622.9647868737853,0.0
3204000.0,3087199.241948242,3693597.547777784,0.0,9.821183977599663,-7.712861012358967,0.0,-237124626.30728436,-297286229.77863616,0.0,-790.528149197064,630.5566174010448,0.0
3207600.0,3122421.821510907,3665663.760118385,0.0,9.746913978136744,-7.80590845311934,0.0,-239959620.46448156,-295002647.4950448,0.0,-784.4567389190203,638.0906357619783,0.0
3211200.0,3157375.433323164,3637396.289862705,0.0,9.671757463794412,-7.898240215273887,0.0,-242772628.17901462,-292692047.8441359,0.0,-778.3135511421791,645.5661528885805,0.0
3214800.0,3192056.8983577862,3608797.7286540275,0.0,9.59572133825904,-7.989847854350547,0.0,-245563392.06565842,-290354642.662579,0.0,-772.0991501488076,652.9824851026069,0.0
3218400.0,3226463.062585589,3579870.698415657,0.0,9.518812585644092,-8.0807229925884,0.0,-248331656.78233945,-287990646.2384899,0.0,-765.8141067322621,660.3389541780942,0.0
3222000.0,3260590.797263803,3550617.8511093818,0.0,9.44103826984349,-8.170857319703714,0.0,-251077169.05348095,-285600275.2916904,0.0,-759.4589981441445,667.634887403371,0.0
3225600.0,3294436.999222108,3521041.868491188,0.0,9.362405533877684,-8.260242593649672,0.0,-253799677.6931564,-283183748.953746,0.0,-753.0344080408672,674.8696176425524,0.0
3229200.0,3327998.5911462978,3491145.4618642507,0.0,9.282921599232479,-8.348870641369741,0.0,-256498933.62804988,-280741288.74778324,0.0,-746.5409264296325,682.042483396516,0.0
3232800.0,3361272.5218595513,3460931.3718292234,0.0,9.202593765190695,-8.436733359544588,0.0,-259174689.92022085,-278273118.56808835,0.0,-739.9791496138312,689.1528288633493,0.0
3236400.0,3394255.766601288,3430402.3680318533,0.0,9.121429408156715,-8.523822715332487,0.0,-261826701.78967115,-275779464.6594893,0.0,-733.3496801378668,696.2000039982669,0.0
3240000.0,3426945.3273035767,3399561.248907939,0.0,9.039435980973979,-8.610130747103153,0.0,-264454726.63671255,-273260555.596523,0.0,-726.6531267314085,703.1833645729889,0.0
3243600.0,3459338.232865073,3368410.841425662,0.0,8.956621012235503,-8.695649565164919,0.0,-267058524.06413248,-270716622.2623901,0.0,-719.8901042530794,710.1022722345784,0.0
3247200.0,3491431.5394224664,3336954.000825309,0.0,8.872992105587487,-8.780371352485217,0.0,-269637855.8991561,-268147897.8276983,0.0,-713.0612336335856,716.956094563729,0.0
3250800.0,3523222.3306194064,3305193.6103564175,0.0,8.788556939026059,-8.864288365404265,0.0,-272192486.21520257,-265554617.72899753,0.0,-706.1671418182915,723.7442051325002,0.0
3254400.0,3554707.717872882,3273132.581012357,0.0,8.703323264187244,-8.94739293434192,0.0,-274722181.35343367,-262937019.6471077,0.0,-699.2084617092452,730.4659835614926,0.0
3258000.0,3585884.8406370366,3240773.8512623864,0.0,8.617298905630218,-9.029677464497622,0.0,-277226709.94409263,-260295343.48524198,0.0,-692.1858321066618,737.1208155764616,0.0
3261600.0,3616750.8666643896,3208120.3867811984,0.0,8.53049176011391,-9.111134436543363,0.0,-279705842.9276314,-257629831.34692726,0.0,-685.0998976498687,743.7080930643593,0.0
3265200.0,3647302.9922644403,3175175.180175983,0.0,8.442909795867019,-9.19175640730963,0.0,-282159353.5756243,-254940727.51372367,0.0,-677.9513087577186,750.2272141288039,0.0
3268800.0,3677538.442559635,3141941.250711036,0.0,8.354561051851533,-9.271536010464242,0.0,-284587017.5114665,-252228278.4227458,0.0,-670.7407215684764,756.6775831449693,0.0
3272400.0,3707454.471738667,3108421.644029936,0.0,8.265453637019796,-9.350465957184033,0.0,-286988612.73085463,-249492732.64398697,0.0,-663.4687978791851,763.0586108138906,0.0
3276000.0,3737048.3633070975,3074619.4318753136,0.0,8.175595729565204,-9.42853903681932,0.0,-289363919.6220486,-246734340.85744947,0.0,-656.1362050845167,769.3697142161806,0.0
3279600.0,3766317.430335258,3040537.711806247,0.0,8.08499557616661,-9.505748117551077,0.0,-291712720.9859123,-243953355.83008212,0.0,-648.7436161151143,775.6103168651518,0.0
3283200.0,3795259.015703432,3006179.6069132993,0.0,7.993661491226489,-9.582086147040787,0.0,-294034802.0557312,-241150032.3925279,0.0,-641.2917093754296,781.7798487593404,0.0
3286800.0,3823870.4923442723,2971548.2655312335,0.0,7.901601856102953,-9.657546153072886,0.0,-296329950.51680535,-238324627.41568357,0.0,-633.781168681065,787.8777464344254,0.0
3290400.0,3852149.263482453,2936646.860949427,0.0,7.80882511833568,-9.73212124418975,0.0,-298597956.52581644,-235477399.78707325,0.0,-626.2126831956214,793.9034530145404,0.0
3294000.0,3880092.7628715155,2901478.591120012,0.0,7.715339790865829,-9.805804610319173,0.0,-300838612.7299656,-232608610.38703874,0.0,-618.5869473670625,799.856418262973,0.0
3297600.0,3907698.455027901,2866046.678363775,0.0,7.621154451250025,-9.878589523394272,0.0,-303051714.28588235,-229718522.06474808,0.0,-610.9046608635985,805.7360986322446,0.0
3301200.0,3934963.83546214,2830354.369073832,0.0,7.526277740868467,-9.95046933796576,0.0,-305237058.87830096,-226807399.61402518,0.0,-603.166528509096,811.5419573135706,0.0
3304800.0,3961886.430907181,2794404.9334171196,0.0,7.430718364127265,-10.021437491806552,0.0,-307394446.7385041,-223875509.7490024,0.0,-595.373260218021,817.2734642856923,0.0
3308400.0,3988463.7995438385,2758201.6650337195,0.0,7.334485087655044,-10.091487506508615,0.0,-309523680.66253114,-220923121.07959852,0.0,-587.5255709299199,822.9300963630786,0.0
3312000.0,4014693.531223337,2721747.88073405,0.0,7.237586739493924,-10.160612988072044,0.0,-311624566.02914983,-217950504.08682433,0.0,-579.6241805434458,828.5113372434927,0.0
3315600.0,4040573.2476869347,2685046.92019395,0.0,7.140032208284934,-10.228807627486288,0.0,-313696910.8175896,-214957931.09791812,0.0,-571.6698138499353,834.0166775549186,0.0
3319200.0,4066100.602782602,2648102.1456476855,0.0,7.041830442447937,-10.29606520130348,0.0,-315740525.6250349,-211945676.26131332,0.0,-563.6632004665427,839.4456149018446,0.0
3322800.0,4091273.28267874,2610916.9415789065,0.0,6.942990449356152,-10.362379572203817,0.0,-317755223.6838776,-208914015.5214408,0.0,-555.6050747689379,844.7976539108981,0.0
3326400.0,4116089.0060749175,2573494.7144095823,0.0,6.8435212945053445,-10.427744689552961,0.0,-319740820.8787251,-205863226.593368,0.0,-547.4961758235743,850.0723062758293,0.0
3330000.0,4140545.524409607,2535838.892186945,0.0,6.743432100677761,-10.492154589951364,0.0,-321697135.7631653,-202793588.9372773,0.0,-539.3372473195317,855.2690908018379,0.0
3333600.0,4164640.6220649015,2497952.92426847,0.0,6.642732047100893,-10.555603397775513,0.0,-323623989.5762843,-199705383.73278597,0.0,-531.1290374999438,860.387533449241,0.0
3337200.0,4188372.1165681947,2459840.2810049234,0.0,6.541430368601149,-10.618085325711037,0.0,-325521206.2589371,-196598893.85311025,0.0,-522.8722990930131,865.4271673764758,0.0
3340800.0,4211737.858790804,2421504.453421503,0.0,6.439536354752504,-10.679594675277603,0.0,-327388612.46976924,-193474403.8390756,0.0,-514.5677892426221,870.3875329824358,0.0
3344400.0,4234735.73314352,2382948.952897106,0.0,6.337059349020222,-10.740125837345579,0.0,-329226037.60098726,-190332199.8729759,0.0,-506.21626943854625,875.2681779481343,0.0
3348000.0,4257363.657769067,2344177.310841752,0.0,6.234008747899711,-10.799673292644423,0.0,-331033313.79387826,-187172569.75228384,0.0,-497.81850544627594,880.0686572776937,0.0
3351600.0,4279619.584731452,2305193.0783721907,0.0,6.130394000050622,-10.858231612262724,0.0,-332810275.9540752,-183995802.86321503,0.0,-489.37526723645317,884.7885333386556,0.0
3355200.0,4301501.500202187,2265999.8259857213,0.0,6.026224605426237,-10.915795458139879,0.0,-334556761.7665681,-180802190.15414804,0.0,-480.8873289139302,889.4273759016083,0.0
3358800.0,4323007.424643375,2226601.143232263,0.0,5.9215101143982585,-10.972359583549348,0.0,-336272611.71045876,-177592024.10890323,0.0,-472.3554686464567,893.9847621791284,0.0
3362400.0,4344135.412987627,2187000.638384696,0.0,5.81626012687706,-11.027918833573443,0.0,-337957669.07345825,-174365598.7198825,0.0,-463.78046859300184,898.4602768640331,0.0
3366000.0,4364883.554814815,2147201.9381075096,0.0,5.7104842914274965,-11.082468145569619,0.0,-339611779.9661261,-171123209.46107256,0.0,-455.1631148317186,902.8535121669395,0.0
3369600.0,4385249.974525625,2107208.6871237895,0.0,5.604192304380348,-11.13600254962822,0.0,-341234793.3358487,-167865153.26091442,0.0,-446.504197287556,907.1640678531284,0.0
3373200.0,4405232.83151191,2067024.5478805695,0.0,5.497393908939479,-11.188517169021633,0.0,-342826560.9805572,-164591728.47504115,0.0,-437.80450965952735,911.3915512787077,0.0
3376800.0,4424830.3203238165,2026653.2002125839,0.0,5.390098894284806,-11.240007220644827,0.0,-344386937.5621828,-161303234.85888696,0.0,-429.0648493476402,915.5355774260743,0.0
3380400.0,4444040.670833678,1986098.3410044485,0.0,5.2823170946711455,-11.290468015447216,0.0,-345915780.619848,-157999973.54016975,0.0,-420.2860173794954,919.5957689386697,0.0
3384000.0,4462862.148396653,1945363.6838513028,0.0,5.174058388523035,-11.33989495885583,0.0,-347412950.5827937,-154682246.99124986,0.0,-411.4688183365619,923.5717561550272,0.0
3387600.0,4481293.054008102,1904452.9587179448,0.0,5.065332697525609,-11.388283551189746,0.0,-348878310.78303957,-151350359.00136757,0.0,-402.6140602801347,927.4631771421068,0.0
3391200.0,4499331.72445768,1863369.9115964891,0.0,4.956149985711617,-11.43562938806574,0.0,-350311727.4677779,-148004614.64876178,0.0,-393.7225546769814,931.2696777279167,0.0
3394800.0,4516976.532480141,1822118.3041625812,0.0,4.846520258544658,-11.48192816079513,0.0,-351713069.81149906,-144645320.27267256,0.0,-384.79511632468666,934.990911533416,0.0
3398400.0,4534225.886902828,1780701.9134301986,0.0,4.736453561998735,-11.527175656771773,0.0,-353082209.92784745,-141272783.4452303,0.0,-375.8325632766989,938.6265400036982,0.0
3402000.0,4551078.232789849,1739124.5314050708,0.0,4.625959981634202,-11.571367759851187,0.0,-354419022.88120735,-137887312.94323373,0.0,-366.83571676708857,942.176232438451,0.0
3405600.0,4567532.051582921,1697389.9647367515,0.0,4.515049641670194,-11.614500450720758,0.0,-355723386.6980173,-134489218.71981955,0.0,-357.8054011350231,945.6396660216911,0.0
3409200.0,4583585.861238862,1655502.0343693735,0.0,4.403732704053619,-11.656569807261,0.0,-356995182.37781197,-131078811.87602657,0.0,-348.74244374896693,949.0165258507701,0.0
3412800.0,4599238.216363732,1613464.575191119,0.0,4.29201936752482,-11.69757200489785,0.0,-358234293.903991,-127656404.63225651,0.0,-339.64767493061305,952.3065049646507,0.0
3416400.0,4614487.708343597,1571281.435682438,0.0,4.179919866679967,-11.737503316945945,0.0,-359440608.2543131,-124222310.29963441,0.0,-330.521927878553,955.5093043714489,0.0
